grapherId,slug,chartType,md5,svgFilename
5203,national-strategy-for-youth-employment,undefined,a06868f3a986024182aa8c7db48d8012,national-strategy-for-youth-employment_v9_850x600.svg
3769,share-deaths-aids,undefined,3db0b3b4a0828b57f231815834a7c98d,share-deaths-aids_v14_850x600.svg
1802,account-at-financial-institution,undefined,5cfe2fb8748f7dff2c1b88668fd1e570,account-at-financial-institution_v9_850x600.svg
2489,hivaids-funding-by-source,StackedArea,7cd1e9f0a8bcd319df751f618486f429,hivaids-funding-by-source_v2_850x600.svg
6029,burden-of-disease,undefined,2319ba6b8d4c2c536c7df53cf6bf403d,burden-of-disease_v4_850x600.svg
1668,number-of-commercial-bank-branches-per-100000-adults,undefined,cbd0825a76d066ac3d12a1abe26e7f79,number-of-commercial-bank-branches-per-100000-adults_v7_850x600.svg
3903,share-of-violent-deaths-non-state-societies,DiscreteBar,8e99ce972939615327abdc34645d1f13,share-of-violent-deaths-non-state-societies_v12_850x600.svg
4914,secondary-reading-learning-outcomes-for-males-and-females,ScatterPlot,b52885bd197185a576db4d2ea6dabae8,secondary-reading-learning-outcomes-for-males-and-females_v12_850x600.svg
2825,average-weekly-hours-devoted-to-school-united-states,LineChart,f75f48dc1182d5d62cad40017264cb82,average-weekly-hours-devoted-to-school-united-states_v4_850x600.svg
350,incidence-bribes-firms-2013,undefined,e055c56af626fa9b271e27e64adf038a,incidence-bribes-firms-2013_v4_850x600.svg
5832,people-living-in-democracies-nondemocracies-eiu,StackedArea,dd9b1f04176622e6c4049d86c4654935,people-living-in-democracies-nondemocracies-eiu_v53_850x600.svg
734,public-opposition-to-nuclear-energy-production,DiscreteBar,6955d0bf4b849266ca2bdf92ad8d246a,public-opposition-to-nuclear-energy-production_v5_850x600.svg
5658,computer-chess-ability,undefined,8993716282356b8c273000d37b14adf8,computer-chess-ability_v44_850x600.svg
506,weekly-hours-dedicated-to-home-production-in-the-usa-by-employment-and-marriage-status,LineChart,3bc2366d76029a1b4e973993da9ee802,weekly-hours-dedicated-to-home-production-in-the-usa-by-employment-and-marriage-status_v4_850x600.svg
5204,share-of-rural-population-near-a-road,DiscreteBar,bc478fffb3211193977298f40bd3629d,share-of-rural-population-near-a-road_v8_850x600.svg
1496,improved-water-sources-vs-gdp-per-capita,ScatterPlot,de425b384dd4e46594bd22f8f3389132,improved-water-sources-vs-gdp-per-capita_v16_850x600.svg
368,government-procurement-share-gdp,undefined,b35a4fd977330cfa46e1538c365a3846,government-procurement-share-gdp_v4_850x600.svg
4580,number-children-wasted-who,undefined,e0bc2bf87f42184884a7346185382dd7,number-children-wasted-who_v8_850x600.svg
2677,share-of-tobacco-retail-price-that-is-tax,undefined,ca6c9252ba2b6832fa6da92963dcbcf7,share-of-tobacco-retail-price-that-is-tax_v10_850x600.svg
2445,gender-inequality-index-from-the-human-development-report,undefined,22f8407aa4a7e2b6a12197c5d25ee528,gender-inequality-index-from-the-human-development-report_v16_850x600.svg
5660,number-artificial-intelligence-publications,undefined,c9c4ab1e33f9d6eb52eb2b8ac1ebbdc9,number-artificial-intelligence-publications_v39_850x600.svg
4574,rubella-number-unvaccinated,undefined,d22d05b6a6e14c0f6601be2be43ed900,rubella-number-unvaccinated_v9_850x600.svg
1006,world-population-projections-by-un-prospects-revision,undefined,990ffc203af047659bbc48a3236032df,world-population-projections-by-un-prospects-revision_v27_850x600.svg
3751,reported-tetanus-cases,undefined,f0cb0c25f051212cc08789b911af87e7,reported-tetanus-cases_v12_850x600.svg
2683,share-of-alcohol-in-total-household-consumption,DiscreteBar,db275d49ecb297413dd7bd0f10c74892,share-of-alcohol-in-total-household-consumption_v6_850x600.svg
6223,population-having-attained-at-least-basic-education-by-region,undefined,6bf26148a9d38d0f1bbc5c1e89537faf,population-having-attained-at-least-basic-education-by-region_v5_850x600.svg
3563,sumatran-rhinos,undefined,82243c3d68b4f8f34c6f4ca58a23c9d1,sumatran-rhinos_v7_850x600.svg
31,projections-of-the-rate-of-no-education-based-on-current-global-education-trends-1970-2050,undefined,f4f6b97d14da20dd9f177c73eaa61633,projections-of-the-rate-of-no-education-based-on-current-global-education-trends-1970-2050_v8_850x600.svg
6011,emissions-weighted-carbon-price,undefined,54ffaaecb661c39c6ecfbdf7a31937be,emissions-weighted-carbon-price_v17_850x600.svg
4746,covid-vaccine-willingness,undefined,c492407fc297e407dde317fad605a683,covid-vaccine-willingness_v73_850x600.svg
1234,children-in-employment-ages-7-14-vs-weekly-hours-worked-by-children-ages-7-14,ScatterPlot,4bc604c1539e46cc3765d9ea61444385,children-in-employment-ages-7-14-vs-weekly-hours-worked-by-children-ages-7-14_v14_850x600.svg
992,protein-efficiency-of-meat-and-dairy-production,DiscreteBar,e5e134b4b48141b31337849d56ab2625,protein-efficiency-of-meat-and-dairy-production_v4_850x600.svg
4322,share-electricity-nuclear,undefined,a1fc7102c6049d04c87d4b827691c233,share-electricity-nuclear_v24_850x600.svg
1650,percentage-of-women-18-to-29-who-report-having-been-victims-of-forced-sex-as-children,DiscreteBar,db0781b5e5e97b599dcf7262a8f72a40,percentage-of-women-18-to-29-who-report-having-been-victims-of-forced-sex-as-children_v2_850x600.svg
1462,death-rates-from-indoor-air-pollution-vs-share-of-population-in-absolute-poverty,ScatterPlot,7e2243c980c725309dcc664e23f8636f,death-rates-from-indoor-air-pollution-vs-share-of-population-in-absolute-poverty_v42_850x600.svg
3335,age-dependency-breakdown,StackedArea,5acd9af59a2fba0e714a3811638f6c97,age-dependency-breakdown_v10_850x600.svg
2648,share-of-adults-who-report-saving-money-in-the-past-year,DiscreteBar,bdb31f35437607e5a3b574ce2a459592,share-of-adults-who-report-saving-money-in-the-past-year_v6_850x600.svg
733,aquaculture-farmed-fish-production,undefined,850b22f425eb19aad27787bf0925d0bd,aquaculture-farmed-fish-production_v14_850x600.svg
5009,eat-lancet-diet-animal-products,StackedDiscreteBar,9b40e056922e925b49fc50a2efe610ea,eat-lancet-diet-animal-products_v3_850x600.svg
5835,popw-democracy-eiu,undefined,17c18367de1f5dc12805b95ea4014258,popw-democracy-eiu_v91_850x600.svg
959,human-heights-over-the-long-run,undefined,380297df08992f4294bd54123244ade8,human-heights-over-the-long-run_v4_850x600.svg
2822,younger-than-15-projection-until-2100-un,undefined,2edc36e6f708b0138496fa794d864636,younger-than-15-projection-until-2100-un_v11_850x600.svg
4913,secondary-mathematics-learning-outcomes-for-males-and-females,ScatterPlot,b83d59fd1a6443113c9a4ff607785fa5,secondary-mathematics-learning-outcomes-for-males-and-females_v11_850x600.svg
3904,share-of-violent-deaths-state-societies,DiscreteBar,59ba15c417c54a8c3a554617c980c84c,share-of-violent-deaths-state-societies_v13_850x600.svg
1805,road-mortality-rate-comparison,ScatterPlot,760b922bb7a12c6ab3dffd54c1b978a6,road-mortality-rate-comparison_v26_850x600.svg
1039,per-capita-egg-consumption-kilograms-per-year,undefined,8afb020cb3462c5c757b2de2b24edc00,per-capita-egg-consumption-kilograms-per-year_v6_850x600.svg
5439,england-covid-19-mortality-rate-by-vaccination-status,undefined,51a15cac44497872ebf73c03243345c0,england-covid-19-mortality-rate-by-vaccination-status_v27_850x600.svg
767,international-tourist-arrivals,undefined,e67815068b04aefc3805e6bb850dcdb7,international-tourist-arrivals_v16_850x600.svg
555,annual-healthcare-expenditure-per-capita,undefined,a41acbacecd6f621bc708f38c42b77b3,annual-healthcare-expenditure-per-capita_v19_850x600.svg
5861,distribution-electoral-democracy-popw-vdem,Marimekko,7148c04a8975d15a0a46170c5c63585b,distribution-electoral-democracy-popw-vdem_v15_850x600.svg
303,world-pop-by-political-regime,StackedArea,a165f271a7ba5ecfbbb48c7060ea5709,world-pop-by-political-regime_v13_850x600.svg
2882,plastic-waste-per-capita,DiscreteBar,7b7e69b96d446e44bf4eda1190a0681e,plastic-waste-per-capita_v2_850x600.svg
3950,freshwater-withdrawals-per-1000kcal,DiscreteBar,caf75fe810e8c053b8c31ae560e6b83b,freshwater-withdrawals-per-1000kcal_v13_850x600.svg
4349,per-capita-co-emissions-vs-human-development-index,ScatterPlot,1f75e0c739444692b13eaff600b61831,per-capita-co-emissions-vs-human-development-index_v24_850x600.svg
4947,maize-yield-gap,undefined,1f69ae344e67532aca3236b63a221c66,maize-yield-gap_v4_850x600.svg
1409,wind-energy-consumption-by-region,StackedArea,c812ae66d70de2a208bcff0d83ddac63,wind-energy-consumption-by-region_v11_850x600.svg
1851,number-homeless-from-natural-disasters,undefined,6e706671a1c15d72a7c8971438561b33,number-homeless-from-natural-disasters_v10_850x600.svg
6248,share-new-cs-phds-us-by-specialty,undefined,b9feb39413a7a14fd3ead5a09ef356ed,share-new-cs-phds-us-by-specialty_v34_850x600.svg
3508,share-who-trust-government,DiscreteBar,ff9edcbcaee5dbb4c9ee830dc9ccf56d,share-who-trust-government_v19_850x600.svg
2247,mode-of-reporting-literacy-rates,undefined,9df6fe27a4482a2aa87e4723b5c29f53,mode-of-reporting-literacy-rates_v20_850x600.svg
3395,fertility-rate-world-bank-vs-un-population-division,ScatterPlot,695243d23af7ccec4802660bdd3826b7,fertility-rate-world-bank-vs-un-population-division_v13_850x600.svg
5062,number-of-different-crops-grown,undefined,caf656ab99cdc72a16036f9253c1a8cf,number-of-different-crops-grown_v2_850x600.svg
4382,per-capita-nuclear,undefined,99cf211d60963921df1ee79b5c8a6ac3,per-capita-nuclear_v17_850x600.svg
5250,death-rate-household-air-pollution,undefined,65c7b9d7ba64586a90c7b19d316bae75,death-rate-household-air-pollution_v9_850x600.svg
2849,gross-enrollment-gpi-secondary,undefined,d8daf6895e3c948ff902e1539ee06ce6,gross-enrollment-gpi-secondary_v6_850x600.svg
932,fertility-vs-child-mortality,ScatterPlot,6b16a6e3407d4d5eea789ac8a0f0c7cf,fertility-vs-child-mortality_v15_850x600.svg
2075,direct-disaster-loss-as-a-share-of-gdp,undefined,88f08de797dfb4eb63b9829a69f1d592,direct-disaster-loss-as-a-share-of-gdp_v13_850x600.svg
1294,annual-number-of-deaths-by-world-region,StackedArea,5032786d16c7df36066c60056b77761b,annual-number-of-deaths-by-world-region_v13_850x600.svg
6283,share-of-population-in-multidimensional-poverty-urban-vs-rural-cme-scatter,ScatterPlot,f2918b10c0c477529f51b1558f88cf5f,share-of-population-in-multidimensional-poverty-urban-vs-rural-cme-scatter_v5_850x600.svg
758,share-of-women-defined-as-underweight-healthy-overweight-or-obese,StackedArea,c2a1174038d0cd03cf16aa3725c39f94,share-of-women-defined-as-underweight-healthy-overweight-or-obese_v5_850x600.svg
2623,mental-and-substance-use-as-share-of-disease,undefined,3b01d4f7f585789b3f188b40ae96de83,mental-and-substance-use-as-share-of-disease_v14_850x600.svg
5406,bank-capital-to-total-assets-ratio,undefined,4b9efb7e5d38f68b2ccef7fed4b21798,bank-capital-to-total-assets-ratio_v6_850x600.svg
4712,uk-daily-new-covid-cases,undefined,10b80114ee16b2040e3f274de37db33d,uk-daily-new-covid-cases_v748_850x600.svg
6045,mean-daily-expenditure-per-capita-vs-gdp-per-capita-2011-ppp,ScatterPlot,e74a2b130467f08e05ded4c51a1b6f94,mean-daily-expenditure-per-capita-vs-gdp-per-capita-2011-ppp_v54_850x600.svg
3537,personal-remittances-oda,LineChart,6559e9cd9bea3ffe4c602c4fbf9aa067,personal-remittances-oda_v5_850x600.svg
6277,child-mortality-rate-marimekko,Marimekko,567175a64e684ebf464715b2c1a88c5d,child-mortality-rate-marimekko_v4_850x600.svg
1052,commodity-price-index-of-cereal-crops-and-petroleum-1850-2015,undefined,6b6ae5f872f34fabbe3314d3746f6f6d,commodity-price-index-of-cereal-crops-and-petroleum-1850-2015_v3_850x600.svg
4520,households-actual-and-imputed-rent-as-share-of-gdp-oecd,StackedArea,94a297fa0418865da9c2d78b450ecc19,households-actual-and-imputed-rent-as-share-of-gdp-oecd_v4_850x600.svg
3361,global-number-of-missing-women,StackedArea,97885dae9ef86aba2fee027b7130b1d2,global-number-of-missing-women_v10_850x600.svg
1436,GDP-vs-industry-GDP-at-constant-prices,ScatterPlot,5fe5956d101a685cc5ba9de345c54827,GDP-vs-industry-GDP-at-constant-prices_v17_850x600.svg
4376,per-capita-oil,undefined,0efb19003ef510c48cbedc3da0e0d101,per-capita-oil_v20_850x600.svg
3153,under-5-population,undefined,7a27cb510163862f0bb377fb962b9022,under-5-population_v4_850x600.svg
4518,per-capita-km-aviation,undefined,a918095bb7c94fb9529c340b1d835500,per-capita-km-aviation_v5_850x600.svg
794,vitamin-a-supplementation-coverage-rate-children-ages-6-59-months,undefined,b7e10fa9d576ec0ad2f2aeff102f1c73,vitamin-a-supplementation-coverage-rate-children-ages-6-59-months_v9_850x600.svg
5892,citizen-satisfaction-with-democracy,undefined,fcf557909e963ea59c866deaa6f3cef5,citizen-satisfaction-with-democracy_v14_850x600.svg
3359,change-of-gdp-per-capita-extremely-poor,SlopeChart,605fdf01ddcbbbb90802d3d39fb4dfef,change-of-gdp-per-capita-extremely-poor_v11_850x600.svg
2885,share-of-students-achieving-the-intermediate-threshold-score,undefined,efd407636ebcec321ae802e5096f86f7,share-of-students-achieving-the-intermediate-threshold-score_v10_850x600.svg
3957,marriage-rate-1990-vs-2010,ScatterPlot,d34657b3a587d62956c13696f0e1fc85,marriage-rate-1990-vs-2010_v12_850x600.svg
5866,distribution-deliberative-democracy-popw-vdem,Marimekko,c6bcce0fd439f9238cec120e7bcd9a5c,distribution-deliberative-democracy-popw-vdem_v26_850x600.svg
304,interpersonal-trust-in-europe,DiscreteBar,f7d6ae85c1525a514e3b3944c9e1f5ac,interpersonal-trust-in-europe_v11_850x600.svg
136,foreign-direct-investment-net-inflows-as-share-of-gdp,undefined,065d585bb0533aebcac0484dd457b0cb,foreign-direct-investment-net-inflows-as-share-of-gdp_v9_850x600.svg
5268,ratification-and-accession-to-unclos,undefined,59325cdeda42fb6fe8b0f561d7dd36fe,ratification-and-accession-to-unclos_v11_850x600.svg
6089,respiratory-disease-death-rate-gbd,undefined,c549b25b0cca3a9a0ade58d799a28e8b,respiratory-disease-death-rate-gbd_v3_850x600.svg
552,solar-pv-cumulative-capacity,undefined,8ec33e9cabc8bd3de8cdf49be1e2fd47,solar-pv-cumulative-capacity_v11_850x600.svg
2429,value-added-growth-vs-emissions-growth-germany,ScatterPlot,dd13d67e61edb2b412356b87061ac32c,value-added-growth-vs-emissions-growth-germany_v17_850x600.svg
1603,mortality-from-ncds-sdgs,undefined,07edead2e1b84c2bf9d02ea19610425d,mortality-from-ncds-sdgs_v10_850x600.svg
3968,number-of-neonatal-deaths-igme,undefined,60588bdbf89443cd5c3b5d6664ac53d1,number-of-neonatal-deaths-igme_v10_850x600.svg
2086,fish-stocks-within-sustainable-levels,StackedArea,3898c4b2be2d4de9f16bccc806083d62,fish-stocks-within-sustainable-levels_v19_850x600.svg
3154,humanitarian-food-aid-received,undefined,d64df9c5f069b6de802c926b2bd39f52,humanitarian-food-aid-received_v3_850x600.svg
1431,percentage-of-women-20-24-who-were-married-or-in-union-before-18,undefined,2e9f7ddfbe67290c50ea333e69e8b7e0,percentage-of-women-20-24-who-were-married-or-in-union-before-18_v11_850x600.svg
6270,annual-co2-including-land-use,undefined,b592aec4ea51c8a2ae0c18256af49803,annual-co2-including-land-use_v6_850x600.svg
1055,domestic-food-price-volatility-index,undefined,9ad754bb60cd3aaf3e2ef9adacca4eaf,domestic-food-price-volatility-index_v4_850x600.svg
4527,strongly-disagree-vaccines-safe,undefined,c1b39e665dcfcd9d7ca9dd14dc340767,strongly-disagree-vaccines-safe_v4_850x600.svg
4715,uk-covid-hospital-patients,undefined,71afb10b3fb5889776f07779d30dddee,uk-covid-hospital-patients_v744_850x600.svg
6042,death-rate-from-malaria,undefined,00dffe1ec78e46583f4dd53c47313879,death-rate-from-malaria_v7_850x600.svg
599,public-health-expenditure-share-GDP-OWID,undefined,08d0533496af33a19ad3ea39cb304321,public-health-expenditure-share-GDP-OWID_v18_850x600.svg
6284,corporate-investment-in-artificial-intelligence-total,undefined,9863874f21e652488d08b1c61b167845,corporate-investment-in-artificial-intelligence-total_v42_850x600.svg
2624,share-of-adults-who-are-overweight,undefined,bfe7b1f1a55d7541bed6b9d488a17b37,share-of-adults-who-are-overweight_v13_850x600.svg
5401,net-portfolio-investment,undefined,1795d29dc9211f925b3952da16fc3caf,net-portfolio-investment_v7_850x600.svg
1293,gross-vs-net-enrollment-rate-in-primary-education,ScatterPlot,ca816e81bc13d1a5c8c21330ee2c4e7b,gross-vs-net-enrollment-rate-in-primary-education_v15_850x600.svg
96,nuclear-warhead-stockpiles,StackedArea,f94e5ae5dc8cc0b04890ac002b8da79b,nuclear-warhead-stockpiles_v43_850x600.svg
2416,share-with-down-syndrome,undefined,70c71bf205fa4e188a70793bbad06008,share-with-down-syndrome_v18_850x600.svg
4385,annual-change-nuclear,undefined,a7a54d3f16dabb2b2916efb1c69b38d0,annual-change-nuclear_v16_850x600.svg
935,arable-land-use-per-person,undefined,5ae062cf9bfd434fddd5bd373b0be408,arable-land-use-per-person_v10_850x600.svg
2072,total-assistance-for-development-by-donor,undefined,6cab89a1b163364850b2eb5159ac7803,total-assistance-for-development-by-donor_v15_850x600.svg
3392,threatened-endemic-coral,DiscreteBar,ee66d84e9ae1f57c2f1ad47e60d2aab6,threatened-endemic-coral_v12_850x600.svg
1438,PM25-air-pollution,undefined,4b4ce848f9237c0c5e7423c6f5b5cfd6,PM25-air-pollution_v19_850x600.svg
4378,per-capita-renewables,undefined,929c28248640980b2706b1b9f67b5485,per-capita-renewables_v18_850x600.svg
3961,food-loss-postharvest-by-region,undefined,08f35138f18c7df30701ffa397730cf7,food-loss-postharvest-by-region_v5_850x600.svg
590,fish-consumption-vs-gdp-per-capita,ScatterPlot,0d23232b8e5352b5f6a7a57f5acd6cfe,fish-consumption-vs-gdp-per-capita_v16_850x600.svg
6279,migrant-stock-total,undefined,cd2768a0c7de78a78b5fcdc9aeb0e0cd,migrant-stock-total_v2_850x600.svg
1860,natural-resource-rents,undefined,d3a195b3f9c8de7953a456ca321d94c5,natural-resource-rents_v10_850x600.svg
5408,annual-broad-money-growth,undefined,071565bd3a774ad7961322553d1a4e8d,annual-broad-money-growth_v6_850x600.svg
2249,five-year-cancer-survival-in-usa,LineChart,d53ffa187a5d8a94ede0fe655f44d7f3,five-year-cancer-survival-in-usa_v1_850x600.svg
332,tax-revenues-by-source-gdp-LA,StackedArea,f499bf3d39fbe73b925087846b74690b,tax-revenues-by-source-gdp-LA_v2_850x600.svg
5850,polyarchy-lied,undefined,a4893df5f2db1f5db611ecccd7d28273,polyarchy-lied_v58_850x600.svg
3995,share-cereals-animal-feed,undefined,cb21f6b2f6fe7b8e4fcdea6bfd779d7e,share-cereals-animal-feed_v3_850x600.svg
2847,deaths-from-conflict-and-terrorism,undefined,6043f938b864260392fc523676e2ec3b,deaths-from-conflict-and-terrorism_v22_850x600.svg
1063,population-of-all-world-regions-including-the-un-projection-until-2100,undefined,1468fdb3b5a7abf2a29060a39de8c19b,population-of-all-world-regions-including-the-un-projection-until-2100_v17_850x600.svg
4511,per-capita-co2-aviation,undefined,e357d4f8b66834f68d4380e8f1b26fdd,per-capita-co2-aviation_v4_850x600.svg
3734,child-deaths-from-malaria,undefined,1a39faf8bff76719f184432a66bfced1,child-deaths-from-malaria_v17_850x600.svg
6074,death-rate-from-fires-and-burns-who,undefined,3b9bd09d779d6796224c3b3f421ffcc2,death-rate-from-fires-and-burns-who_v3_850x600.svg
3506,human-capital-index-in-2018,undefined,61264c48f277940f2890fa305f12c21e,human-capital-index-in-2018_v5_850x600.svg
1251,prevalence-of-polio-rates-in-the-united-states,undefined,c30af8cb6ec5db1ea681575c0cd63466,prevalence-of-polio-rates-in-the-united-states_v9_850x600.svg
6410,share-of-countries-with-woman-chief-executive,StackedArea,8d1699010d5ddc8f59423ce662473f3b,share-of-countries-with-woman-chief-executive_v23_850x600.svg
3162,deaths-air-pollution-vs-gdp,ScatterPlot,38b70e74c4bb169120c3ff0d54eb5bfb,deaths-air-pollution-vs-gdp_v25_850x600.svg
5295,protection-of-the-rights-of-small-scale-fisheries,undefined,3ca6be05e4bbeaf1db1f92653937784a,protection-of-the-rights-of-small-scale-fisheries_v9_850x600.svg
4347,marriages-ending-divorce-uk,LineChart,a59e63759d3c7dfe228885ea3198702a,marriages-ending-divorce-uk_v6_850x600.svg
1407,renewable-energy-consumption,StackedArea,5cc4d2e8cf1f642532634fd5ea39d97a,renewable-energy-consumption_v13_850x600.svg
4949,cost-calorie-sufficient-diet,undefined,946a648b205c214156e40cc01ffd65e8,cost-calorie-sufficient-diet_v14_850x600.svg
3350,infant-death-rates-by-cause-by-sex,ScatterPlot,e5b379d361c3f1417b3bd4c3c0098b08,infant-death-rates-by-cause-by-sex_v11_850x600.svg
2282,breast-cancer-survival-rates-vs-gdp-per-capita,ScatterPlot,a23642635b23363a2e89cc25f652b883,breast-cancer-survival-rates-vs-gdp-per-capita_v15_850x600.svg
2044,proportion-of-local-breeds-at-risk-of-extinction,undefined,707f3e364186b643a50879807f6537f2,proportion-of-local-breeds-at-risk-of-extinction_v18_850x600.svg
5261,cumulative-co-emissions-from-other-industry,undefined,fac0df1a9c559b4964c5d253b119ec7e,cumulative-co-emissions-from-other-industry_v7_850x600.svg
4181,public-transport-covid,undefined,e9d5fa542876550512f9257d285bea88,public-transport-covid_v2752_850x600.svg
5437,united-states-rates-of-covid-19-deaths-by-vaccination-status,undefined,ba6b7a4993b04455421eb569ce7376cd,united-states-rates-of-covid-19-deaths-by-vaccination-status_v76_850x600.svg
769,share-of-women-who-are-smoking,undefined,96c33bf99ed80f6492321abb992416a8,share-of-women-who-are-smoking_v12_850x600.svg
6080,death-rate-from-parkinsons-disease,undefined,e70842b89d0d3df4a49d33d413856710,death-rate-from-parkinsons-disease_v3_850x600.svg
2420,share-of-women-who-prefer-a-male-boss-vs-share-of-men-who-prefer-a-male-boss,ScatterPlot,df83ac4f4b65f2d94ba17220ad0c4d79,share-of-women-who-prefer-a-male-boss-vs-share-of-men-who-prefer-a-male-boss_v9_850x600.svg
5605,share-people-trust-journalists-country,DiscreteBar,02653b8623051163569ac267d1b5dcb8,share-people-trust-journalists-country_v24_850x600.svg
2840,total-taxation-of-gdp,undefined,ebe00acaf901cceed4fdf7d0db67779e,total-taxation-of-gdp_v11_850x600.svg
107,how-much-food-can-you-buy-for-working-one-hour-in-the-manufacturing-sector,undefined,b5807fbc5ad72dc315c036d81eaec51f,how-much-food-can-you-buy-for-working-one-hour-in-the-manufacturing-sector_v4_850x600.svg
335,taxes-on-income-vs-taxes-on-goods-and-services,ScatterPlot,7cd984148431e71d4f04c541d9887f0c,taxes-on-income-vs-taxes-on-goods-and-services_v17_850x600.svg
2418,share-of-people-who-prefer-a-male-vs-a-female-boss,LineChart,f32553efe63864a42b03885fcf06a41c,share-of-people-who-prefer-a-male-vs-a-female-boss_v2_850x600.svg
563,share-of-people-who-say-they-are-happy-Eurobarometer,undefined,e71ba521adb899ae9f97617126d83ade,share-of-people-who-say-they-are-happy-Eurobarometer_v5_850x600.svg
4529,strongly-disagree-vaccines-effective,undefined,1d9c22742362bd85de8bb5998a8745ca,strongly-disagree-vaccines-effective_v4_850x600.svg
2088,proportion-of-important-sites-for-freshwater-biodiversity-covered-by-protected-areas,undefined,67bd2e14b60664b764938131a7ddcb83,proportion-of-important-sites-for-freshwater-biodiversity-covered-by-protected-areas_v13_850x600.svg
3368,govt-effectiveness-vs-liberal-democracy,ScatterPlot,e270e50c3b370ba1bffea0f1fad7657a,govt-effectiveness-vs-liberal-democracy_v28_850x600.svg
4971,cotton-yield,undefined,62d6b3f9b6233ad18f237b4a242c0245,cotton-yield_v3_850x600.svg
6087,death-rate-from-cardiovascular-disease,undefined,39b325351f239e7c6d194f08e765f2db,death-rate-from-cardiovascular-disease_v6_850x600.svg
2427,value-added-growth-vs-emissions-growth-china,ScatterPlot,8301d7fd6fce72deb4f1eb4389c00402,value-added-growth-vs-emissions-growth-china_v16_850x600.svg
1090,potash-fertilizer-application-per-hectare-of-cropland,undefined,dc389abb9f64d5d814ba9a69d4ae4cf0,potash-fertilizer-application-per-hectare-of-cropland_v6_850x600.svg
5430,children-lead-10micrograms,DiscreteBar,43ae70d82784320be26a6da3d51546b1,children-lead-10micrograms_v4_850x600.svg
2615,spirits-consumption-per-person,undefined,e7c9bc4092d06dba34acf48c2af77967,spirits-consumption-per-person_v10_850x600.svg
5868,distribution-egalitarian-democracy-popw-vdem,Marimekko,b34706c50a7cc154be5896e42829ac9c,distribution-egalitarian-democracy-popw-vdem_v29_850x600.svg
2043,proportion-of-animal-breeds-genetic-conservation,undefined,b0e3add5fbbe2d3903e9dd7c8e65b117,proportion-of-animal-breeds-genetic-conservation_v16_850x600.svg
5266,treatment-of-hazardous-waste,undefined,4a8c38126a1eb9850501ef936a453714,treatment-of-hazardous-waste_v8_850x600.svg
1400,biofuel-production,undefined,19f60b2c060d6aff52744cba50ee60fb,biofuel-production_v10_850x600.svg
4172,covid-contact-tracing,undefined,80f5ad7c2ff737f585ea853700c8d5e9,covid-contact-tracing_v2760_850x600.svg
3357,sex-ratio-at-birth-males-chao-et-al,undefined,ef22bbc7f8356bfdb2380314746537a5,sex-ratio-at-birth-males-chao-et-al_v3_850x600.svg
2285,art-coverage-for-pregnant-women,undefined,862685d605fb30c6bd72b22f7aac3b20,art-coverage-for-pregnant-women_v14_850x600.svg
6417,people-living-in-countries-with-woman-chief-executive,StackedArea,76f4d30a383ae799834d7f95eb9efb78,people-living-in-countries-with-woman-chief-executive_v25_850x600.svg
3165,economic-losses-from-disasters-share-gdp,undefined,4b81f1ee8e0f605acd3035a605ccd78c,economic-losses-from-disasters-share-gdp_v3_850x600.svg
5292,legal-frameworks-regarding-violence-against-women,undefined,089b2a29f1cf37ae5ceb51524d562c54,legal-frameworks-regarding-violence-against-women_v7_850x600.svg
4340,debt-as-a-percentage-of-gdp-in-the-us,StackedArea,f470b931547d27ab23a470677523196a,debt-as-a-percentage-of-gdp-in-the-us_v5_850x600.svg
6073,deaths-from-fires-and-burns-who,undefined,d19fe6b602f4dc428bb65f057792662c,deaths-from-fires-and-burns-who_v5_850x600.svg
53,labour-cost-ratio-and-attainment-levels-2009-or-latest-available-year,ScatterPlot,7425e55852a01da399660124689f53fe,labour-cost-ratio-and-attainment-levels-2009-or-latest-available-year_v15_850x600.svg
1256,percentage-of-girls-15-to-19-who-report-having-been-victims-of-sexual-abuse,DiscreteBar,26a1b20005181c77aba09d32d2cecce4,percentage-of-girls-15-to-19-who-report-having-been-victims-of-sexual-abuse_v2_850x600.svg
4516,share-international-aviation-km,undefined,d162bec5bd376733b629efe48cf9df50,share-international-aviation-km_v5_850x600.svg
6241,affiliation-researchers-building-artificial-intelligence-systems-all,StackedBar,f0660571e62bc020bdefa8596eca81ae,affiliation-researchers-building-artificial-intelligence-systems-all_v119_850x600.svg
3733,pneumonia-death-rates-age-standardized,undefined,052c0558caddb51bd07b8644f048724c,pneumonia-death-rates-age-standardized_v25_850x600.svg
6010,annual-mortality-rate-from-seasonal-influenza-ages-65,DiscreteBar,a7638ba269c88686c2f2dcacc4434f8b,annual-mortality-rate-from-seasonal-influenza-ages-65_v19_850x600.svg
3562,black-rhinos,undefined,193336bfd994025e175e4b00bbca3e92,black-rhinos_v16_850x600.svg
1235,weekly-hours-worked-by-children-7-14-vs-gdp-per-capita-ppp,ScatterPlot,c59e22566defa94c8e515b3d60139f9d,weekly-hours-worked-by-children-7-14-vs-gdp-per-capita-ppp_v14_850x600.svg
5695,political-regime-womsuffr-bmr,undefined,59eb8f1e4a789941fb1199a3235b430a,political-regime-womsuffr-bmr_v39_850x600.svg
